order_id,customer_id,order_date,status
920,282,21-11-2024,Returned
921,299,28-10-2024,Completed
922,283,29-12-2024,Cancelled
923,69,21-01-2024,Completed
924,148,16-04-2024,Completed
925,11,01-12-2024,Completed
926,254,29-10-2024,Completed
927,38,26-04-2024,Completed
928,134,03-05-2024,Completed
929,200,07-10-2024,Completed
930,23,18-10-2024,Completed
931,218,21-07-2024,Completed
932,141,20-02-2024,Cancelled
933,104,27-09-2024,Returned
934,210,19-11-2024,Completed
935,111,03-10-2024,Cancelled
936,104,20-05-2024,Completed
937,171,01-10-2024,Completed
938,133,16-10-2024,Returned
939,293,29-11-2024,Completed
940,127,21-02-2024,Completed
941,106,27-01-2024,Cancelled
942,92,05-06-2024,Completed
943,287,26-08-2024,Cancelled
944,51,04-06-2024,Cancelled
945,29,17-10-2024,Completed
946,296,15-05-2024,Cancelled
947,297,23-05-2024,Completed
948,214,15-04-2024,Completed
949,267,06-06-2024,Completed
950,257,25-05-2024,Returned
951,101,02-01-2024,Completed
952,110,17-03-2024,Completed
953,182,11-05-2024,Completed
954,1,30-03-2024,Completed
955,55,10-12-2024,Completed
956,149,15-12-2024,Completed
957,137,19-09-2024,Completed
958,202,16-12-2024,Completed
959,117,17-04-2024,Cancelled
960,154,14-03-2024,Completed
961,291,08-02-2024,Completed
962,63,07-06-2024,Returned
963,244,11-03-2024,Completed
964,25,07-11-2024,Returned
965,90,28-08-2024,Completed
966,75,24-10-2024,Cancelled
967,294,05-02-2024,Completed
968,210,24-03-2024,Completed
969,17,19-09-2024,Completed
970,128,05-11-2024,Cancelled
971,251,20-06-2024,Completed
972,179,21-06-2024,Completed
973,182,27-12-2024,Completed
974,152,16-02-2024,Completed
975,25,20-05-2024,Completed
976,180,27-04-2024,Completed
977,198,03-10-2024,Cancelled
978,161,01-08-2024,Completed
979,177,07-08-2024,Completed
980,285,26-01-2024,Completed
981,63,09-01-2024,Completed
982,150,27-09-2024,Completed
983,154,10-01-2024,Completed
984,156,30-04-2024,Completed
985,49,04-05-2024,Completed
986,84,18-06-2024,Completed
987,177,12-03-2024,Cancelled
988,148,31-05-2024,Returned
989,118,26-07-2024,Completed
990,63,18-02-2024,Returned
991,189,02-06-2024,Completed
992,49,12-12-2024,Completed
993,257,19-10-2024,Completed
994,224,08-03-2024,Completed
995,141,19-02-2024,Completed
996,215,31-05-2024,Completed
997,211,19-01-2024,Completed
998,32,09-04-2024,Completed
999,158,29-02-2024,Completed
1000,285,15-06-2024,Completed
